# CH3Cl
# Columns are: atom mass (atomic units), x, y, z
12       0        0        0
34.9689  0        0        1.7810
1.0079   1.0424   0       -0.3901
1.0079  -0.5212   0.9027  -0.3901
1.0079  -0.5212  -0.9027  -0.3901
