# CH4
# Columns are: atom mass (atomic units), x, y, z
12       0        0        0
1.0079   0.6276   0.6276   0.6276
1.0079   0.6276  -0.6276  -0.6276
1.0079  -0.6276   0.6276  -0.6276
1.0079  -0.6276  -0.6276   0.6276
